Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,user-definedlabeln
100.00,53.00,8.00,448.00,10268.00,3565.00,5701.00,19156.00,6909.00,6383.00,3991.00,1
100.00,66.00,35.00,26480.00,12348.00,7739.00,13923.00,7417.00,6588.00,5818.00,2797.00,1
100.00,64.00,77.00,5252.00,8637.00,5304.00,2509.00,5287.00,8377.00,2541.00,4353.00,1
84.00,74.00,32.00,5030.00,17498.00,6503.00,12659.00,10319.00,7520.00,4252.00,3802.00,1
83.00,54.00,60.00,5636.00,20214.00,488.00,1815.00,13578.00,6573.00,7305.00,3607.00,1
84.00,48.00,50.00,15439.00,29327.00,7413.00,9981.00,4603.00,11012.00,13028.00,2408.00,1
81.00,53.00,22.00,3363.00,11035.00,10587.00,13757.00,13336.00,12435.00,4456.00,1948.00,1
87.00,60.00,11.00,9587.00,6516.00,11714.00,6959.00,6879.00,8180.00,5599.00,2514.00,1
91.00,87.00,28.00,3472.00,8524.00,14528.00,2515.00,6961.00,13284.00,5511.00,3341.00,1
97.00,83.00,45.00,124829.00,27215.00,16660.00,5659.00,15504.00,19208.00,5945.00,4174.00,1
97.00,87.00,26.00,5589.00,5916.00,8636.00,13259.00,6899.00,10460.00,11170.00,6546.00,1
100.00,81.00,7.00,6396.00,9202.00,15298.00,7254.00,21363.00,14257.00,7999.00,1934.00,1
97.00,83.00,59.00,7466.00,3281.00,15391.00,5175.00,18795.00,8589.00,1868.00,2258.00,1
100.00,74.00,10.00,5976.00,7729.00,1487.00,4554.00,17377.00,18551.00,5611.00,3115.00,1
100.00,70.00,-3.00,5360.00,5704.00,5016.00,7760.00,2995.00,7241.00,5659.00,2833.00,1
96.00,60.00,32.00,3995.00,29517.00,2543.00,6586.00,7043.00,8241.00,3602.00,3086.00,1
96.00,53.00,6.00,4292.00,12540.00,4115.00,7245.00,4612.00,12792.00,10308.00,4058.00,1
81.00,64.00,49.00,3312.00,21832.00,8550.00,7855.00,12674.00,11170.00,4087.00,3328.00,1
80.00,63.00,49.00,5590.00,9566.00,11602.00,7193.00,11140.00,8634.00,2793.00,7461.00,1
90.00,74.00,28.00,11277.00,4777.00,3370.00,8945.00,7935.00,12205.00,2848.00,1557.00,1
84.00,80.00,-65.00,9804.00,3002.00,2664.00,13918.00,15478.00,6372.00,11518.00,4028.00,1
81.00,77.00,44.00,9407.00,20488.00,5110.00,3469.00,4877.00,6432.00,3455.00,5874.00,1
78.00,69.00,52.00,5607.00,19345.00,7069.00,5359.00,2823.00,8609.00,3681.00,1886.00,1
80.00,69.00,24.00,8678.00,5957.00,2270.00,12615.00,7321.00,16029.00,5577.00,1531.00,1
75.00,60.00,28.00,4742.00,18305.00,2827.00,6413.00,10058.00,5420.00,1937.00,2276.00,1
81.00,69.00,25.00,9221.00,6019.00,8216.00,7595.00,9465.00,9322.00,5441.00,5373.00,1
96.00,56.00,20.00,5345.00,7039.00,499.00,4200.00,12239.00,14771.00,4691.00,2437.00,1
91.00,57.00,44.00,7831.00,8979.00,14804.00,11802.00,25073.00,14017.00,2716.00,1686.00,1
100.00,64.00,7.00,14722.00,10149.00,11110.00,5218.00,9919.00,11355.00,5537.00,6272.00,1
100.00,64.00,11.00,1317.00,5323.00,6801.00,7298.00,6188.00,12532.00,5837.00,6731.00,1
94.00,78.00,36.00,16687.00,16357.00,5037.00,10574.00,4041.00,15219.00,23027.00,8380.00,1
88.00,90.00,27.00,4324.00,1863.00,11226.00,8571.00,7507.00,4526.00,6228.00,2387.00,1
91.00,84.00,22.00,4062.00,4257.00,1188.00,5230.00,6630.00,6953.00,6126.00,1300.00,1
77.00,87.00,50.00,3553.00,16414.00,16213.00,6312.00,9777.00,5542.00,4553.00,3071.00,1
75.00,78.00,86.00,3467.00,10626.00,2768.00,3581.00,9228.00,6853.00,5542.00,3860.00,1
83.00,63.00,32.00,17990.00,13375.00,5211.00,6680.00,3915.00,13955.00,13023.00,6024.00,1
78.00,54.00,50.00,16778.00,15535.00,4107.00,3027.00,12776.00,9608.00,2486.00,4532.00,1
81.00,48.00,-10.00,15186.00,30966.00,5494.00,10439.00,6654.00,10791.00,5076.00,1406.00,1
74.00,48.00,17.00,7005.00,20728.00,5537.00,2107.00,6075.00,4421.00,8499.00,5884.00,1
70.00,50.00,32.00,3298.00,10009.00,3939.00,7689.00,7910.00,9469.00,5879.00,2556.00,1
64.00,53.00,39.00,4275.00,20061.00,2121.00,7026.00,8112.00,6200.00,11563.00,2355.00,1
67.00,35.00,60.00,11014.00,30142.00,2355.00,1880.00,17452.00,11047.00,4073.00,5029.00,1
69.00,40.00,66.00,1027.00,29966.00,1950.00,16845.00,15644.00,9487.00,5248.00,2168.00,1
67.00,38.00,52.00,10604.00,13174.00,2301.00,5994.00,6584.00,8190.00,4590.00,2571.00,1
77.00,48.00,87.00,13214.00,11362.00,7370.00,10776.00,5425.00,13690.00,6244.00,4106.00,1
75.00,50.00,-8.00,29648.00,35141.00,3400.00,3344.00,22036.00,12157.00,3119.00,4189.00,1
88.00,54.00,56.00,11720.00,6246.00,7992.00,6426.00,6794.00,15856.00,4669.00,2825.00,1
91.00,54.00,19.00,3015.00,9353.00,7908.00,1694.00,7309.00,10777.00,10404.00,3170.00,1
81.00,37.00,11.00,9100.00,35734.00,1471.00,4718.00,13260.00,7318.00,6965.00,5231.00,1
88.00,43.00,18.00,11851.00,16275.00,6419.00,3747.00,21954.00,15046.00,6304.00,4276.00,1
84.00,50.00,24.00,4025.00,7405.00,14828.00,8035.00,3097.00,17423.00,9008.00,4629.00,1
70.00,51.00,-7.00,273035.00,116880.00,38915.00,27340.00,19429.00,28791.00,47394.00,10491.00,1
64.00,77.00,-46.00,220941.00,22303.00,28092.00,2216.00,3093.00,4409.00,4598.00,7846.00,1
53.00,88.00,66.00,66179.00,44388.00,20653.00,14752.00,13167.00,14654.00,18661.00,17772.00,1
53.00,83.00,72.00,9230.00,4941.00,2192.00,11170.00,10618.00,9415.00,8240.00,6822.00,1
60.00,93.00,29.00,5968.00,12611.00,16064.00,26320.00,11543.00,17346.00,6568.00,2909.00,1
66.00,84.00,53.00,2552.00,20964.00,2043.00,13674.00,4518.00,5848.00,4240.00,6668.00,1
74.00,83.00,91.00,9350.00,24031.00,12048.00,5956.00,2973.00,16667.00,6522.00,3404.00,1
63.00,88.00,39.00,9828.00,14820.00,4041.00,15210.00,1833.00,7385.00,10405.00,8826.00,1
66.00,67.00,58.00,14358.00,15612.00,2522.00,4403.00,9487.00,10461.00,3935.00,4067.00,1
81.00,69.00,-4.00,10039.00,8957.00,13952.00,3601.00,5719.00,17895.00,4579.00,5772.00,1
78.00,81.00,103.00,10162.00,7621.00,4881.00,21613.00,2415.00,10640.00,15966.00,5075.00,1
83.00,74.00,38.00,9171.00,14371.00,6195.00,6248.00,13081.00,8441.00,13057.00,4116.00,1
94.00,69.00,-6.00,2888.00,2600.00,3417.00,3274.00,7154.00,33446.00,12587.00,8898.00,1
84.00,54.00,4.00,5725.00,35139.00,3948.00,5014.00,8829.00,17989.00,5561.00,9707.00,1
91.00,35.00,43.00,6123.00,7194.00,7473.00,1369.00,18844.00,18902.00,10740.00,4306.00,1
93.00,40.00,84.00,8014.00,2698.00,10097.00,4893.00,13878.00,12091.00,7066.00,2664.00,1
77.00,50.00,82.00,16785.00,9373.00,4092.00,7789.00,8994.00,9256.00,23520.00,13301.00,1
77.00,56.00,35.00,9866.00,23784.00,5320.00,7444.00,13702.00,14758.00,15454.00,11394.00,1
57.00,70.00,54.00,2459.00,12142.00,11364.00,3020.00,5105.00,3676.00,7004.00,3848.00,1
60.00,56.00,53.00,2340.00,7990.00,2039.00,1847.00,11010.00,8692.00,8597.00,5115.00,1
60.00,53.00,59.00,2943.00,10551.00,6165.00,7404.00,21769.00,11697.00,6700.00,7563.00,1
56.00,61.00,12.00,16593.00,10689.00,2997.00,11483.00,12938.00,6410.00,8958.00,4097.00,1
61.00,64.00,44.00,8706.00,19405.00,11613.00,22490.00,4132.00,13800.00,5917.00,6932.00,1
60.00,48.00,21.00,8461.00,11999.00,10058.00,7497.00,5518.00,11749.00,2776.00,2581.00,0
66.00,66.00,32.00,8740.00,6034.00,4245.00,10332.00,6170.00,7466.00,3654.00,1770.00,0
64.00,64.00,29.00,6409.00,15436.00,8374.00,3121.00,7976.00,11538.00,5860.00,1998.00,0
60.00,74.00,22.00,15078.00,6108.00,22308.00,7619.00,8123.00,5290.00,2306.00,2541.00,0
53.00,75.00,11.00,15036.00,17525.00,6830.00,10222.00,2886.00,6096.00,4623.00,2389.00,0
48.00,70.00,66.00,12041.00,9569.00,5677.00,7435.00,6487.00,4555.00,2361.00,4416.00,0
44.00,74.00,20.00,13327.00,9667.00,2332.00,5070.00,4346.00,4584.00,4899.00,4214.00,0
44.00,61.00,25.00,10341.00,12296.00,3545.00,4944.00,4478.00,3534.00,3256.00,1477.00,0
43.00,64.00,42.00,11919.00,9530.00,8313.00,9796.00,3608.00,3553.00,1707.00,905.00,0
47.00,60.00,40.00,5482.00,9434.00,2692.00,5517.00,7917.00,5565.00,1456.00,1109.00,0
43.00,67.00,21.00,5492.00,7730.00,2663.00,13254.00,10429.00,3682.00,2280.00,3683.00,0
41.00,80.00,20.00,6189.00,7109.00,6588.00,22068.00,5097.00,5062.00,1639.00,2499.00,0
47.00,80.00,7.00,25972.00,11046.00,11082.00,16957.00,8269.00,10230.00,3262.00,3456.00,0
48.00,78.00,48.00,3301.00,9167.00,2206.00,4257.00,1921.00,5431.00,2974.00,1828.00,0
57.00,78.00,12.00,4256.00,4024.00,3457.00,6959.00,2265.00,7110.00,5370.00,1525.00,0
57.00,69.00,11.00,8291.00,9876.00,12517.00,3276.00,13398.00,3112.00,1999.00,1560.00,0
56.00,66.00,52.00,14258.00,10681.00,8462.00,4561.00,3696.00,4199.00,2058.00,1774.00,0
60.00,66.00,33.00,1476.00,3186.00,4484.00,436.00,4825.00,4757.00,3112.00,2433.00,0
60.00,61.00,24.00,2126.00,8212.00,4731.00,3182.00,2637.00,8137.00,1481.00,1730.00,0
53.00,70.00,26.00,7137.00,11518.00,22106.00,13873.00,5808.00,2457.00,1793.00,1940.00,0
57.00,75.00,75.00,4412.00,6358.00,8443.00,8726.00,4295.00,9340.00,2066.00,2556.00,0
56.00,67.00,65.00,3346.00,10146.00,3580.00,6688.00,34749.00,9316.00,2717.00,1087.00,0
51.00,66.00,37.00,7680.00,11433.00,4242.00,5781.00,9321.00,5846.00,3722.00,3487.00,0
69.00,44.00,16.00,1347.00,8640.00,1155.00,3204.00,4794.00,5845.00,2169.00,1748.00,0
61.00,38.00,26.00,4958.00,14524.00,6252.00,4033.00,3626.00,3952.00,1780.00,3426.00,0
61.00,54.00,40.00,1953.00,6725.00,13669.00,5686.00,4748.00,10351.00,2264.00,1999.00,0
56.00,51.00,48.00,11800.00,22616.00,8427.00,2618.00,5993.00,5962.00,3656.00,2953.00,0
53.00,54.00,25.00,13310.00,14511.00,6635.00,1886.00,9219.00,6227.00,1826.00,1788.00,0
61.00,50.00,34.00,24046.00,11304.00,5369.00,3461.00,5729.00,9866.00,2614.00,3785.00,0
57.00,47.00,16.00,13568.00,7847.00,2981.00,8610.00,4254.00,5308.00,1380.00,2959.00,0
60.00,56.00,60.00,10881.00,11770.00,12452.00,1955.00,3632.00,4684.00,2986.00,2956.00,0
66.00,60.00,64.00,8509.00,3408.00,5335.00,1140.00,4344.00,6798.00,2499.00,2231.00,0
69.00,61.00,55.00,4160.00,5255.00,917.00,4250.00,2619.00,7257.00,2319.00,1425.00,0
66.00,57.00,34.00,16572.00,16787.00,3489.00,8584.00,4116.00,5213.00,2173.00,1405.00,0
70.00,38.00,40.00,3189.00,16031.00,879.00,2604.00,6360.00,7521.00,1900.00,1487.00,0
66.00,35.00,51.00,3237.00,11621.00,5658.00,4930.00,8304.00,9174.00,2521.00,2137.00,0
53.00,41.00,43.00,8898.00,12670.00,14920.00,1285.00,9737.00,3968.00,2306.00,3701.00,0
66.00,41.00,22.00,2679.00,3257.00,1855.00,4444.00,2245.00,8819.00,1132.00,920.00,0
67.00,63.00,43.00,15746.00,2368.00,7113.00,7884.00,5510.00,7843.00,2342.00,2435.00,0
67.00,64.00,34.00,7464.00,10651.00,2437.00,5919.00,5671.00,7557.00,1667.00,1865.00,0
77.00,66.00,-13.00,14715.00,3780.00,8434.00,2670.00,4293.00,6626.00,2660.00,1450.00,0
69.00,74.00,42.00,9656.00,6106.00,3724.00,13705.00,4351.00,8910.00,2529.00,3534.00,0
67.00,67.00,17.00,3816.00,7769.00,6576.00,3092.00,3383.00,6857.00,2705.00,4573.00,0
64.00,77.00,21.00,2593.00,12010.00,8930.00,21600.00,9904.00,10197.00,4654.00,4185.00,0
51.00,51.00,-22.00,4244.00,36283.00,2062.00,1231.00,10314.00,3240.00,4214.00,2407.00,0
50.00,44.00,35.00,6376.00,5602.00,3975.00,5650.00,5834.00,5059.00,3535.00,9074.00,0
47.00,41.00,34.00,10575.00,11617.00,7595.00,2350.00,8681.00,5579.00,3235.00,3344.00,0
47.00,37.00,-8.00,12868.00,11443.00,7575.00,3732.00,4484.00,4896.00,1459.00,4613.00,0
56.00,61.00,43.00,5666.00,9896.00,14473.00,4356.00,11588.00,8636.00,1626.00,1561.00,0
56.00,50.00,27.00,19112.00,7755.00,1508.00,683.00,1396.00,3381.00,2976.00,3969.00,0
63.00,40.00,39.00,3883.00,6987.00,2485.00,980.00,8763.00,5931.00,1455.00,3652.00,0
60.00,44.00,57.00,9160.00,9033.00,2721.00,12931.00,6566.00,3625.00,3117.00,1248.00,0
60.00,48.00,22.00,8656.00,6628.00,5786.00,10252.00,2930.00,7040.00,4860.00,2258.00,0
54.00,54.00,33.00,8652.00,17625.00,5307.00,5939.00,6947.00,5204.00,2142.00,714.00,0
41.00,57.00,-162.00,123646.00,54905.00,6178.00,8618.00,4289.00,7410.00,2100.00,2582.00,0
37.00,38.00,16.00,105479.00,32513.00,2242.00,3193.00,2928.00,2930.00,976.00,969.00,0
34.00,29.00,8.00,7269.00,7646.00,349.00,7965.00,13067.00,3118.00,3399.00,1679.00,0
40.00,35.00,76.00,22812.00,7447.00,7975.00,10237.00,10284.00,11896.00,4416.00,3945.00,0
47.00,48.00,18.00,5962.00,8498.00,12871.00,1087.00,8295.00,4588.00,2546.00,2155.00,0
48.00,61.00,32.00,8327.00,12227.00,6712.00,3385.00,5551.00,2182.00,4553.00,3865.00,0
54.00,60.00,25.00,6436.00,6733.00,4096.00,6602.00,16456.00,7594.00,2875.00,2763.00,0
47.00,44.00,53.00,1920.00,26194.00,3125.00,2179.00,3128.00,5299.00,2292.00,793.00,0
40.00,56.00,40.00,2380.00,6694.00,12208.00,18414.00,5347.00,3783.00,2043.00,1676.00,0
57.00,41.00,89.00,12429.00,5792.00,540.00,1708.00,3866.00,7555.00,3455.00,3954.00,0
56.00,48.00,37.00,11721.00,7081.00,9507.00,2464.00,5611.00,7005.00,1551.00,1564.00,0
75.00,54.00,25.00,13929.00,3849.00,3095.00,4825.00,3401.00,19018.00,2408.00,2140.00,0
87.00,26.00,48.00,6715.00,25552.00,3225.00,2391.00,7917.00,11466.00,3226.00,2458.00,0
75.00,41.00,24.00,7247.00,10908.00,1704.00,7552.00,3677.00,5046.00,1736.00,1409.00,0
70.00,38.00,24.00,6879.00,11728.00,2217.00,5773.00,3421.00,3996.00,2355.00,1678.00,0
56.00,40.00,49.00,6094.00,9602.00,1907.00,6678.00,8658.00,4416.00,1474.00,1508.00,0
53.00,63.00,36.00,6247.00,4722.00,965.00,14343.00,3657.00,5194.00,2526.00,1547.00,0
54.00,54.00,9.00,6083.00,17891.00,902.00,7097.00,10865.00,7290.00,2874.00,2264.00,0
54.00,69.00,75.00,8152.00,1095.00,18171.00,2864.00,7594.00,4266.00,2490.00,2644.00,0
48.00,69.00,9.00,3283.00,21836.00,5982.00,5347.00,3298.00,3581.00,2330.00,6253.00,0
40.00,64.00,37.00,7713.00,20401.00,15772.00,9449.00,8125.00,4197.00,2410.00,1638.00,0
41.00,75.00,58.00,6543.00,6159.00,4229.00,5704.00,3858.00,6430.00,3155.00,2136.00,0
41.00,48.00,43.00,2769.00,25876.00,534.00,4528.00,6384.00,7669.00,2190.00,2345.00,0
53.00,41.00,55.00,4763.00,7268.00,890.00,3144.00,4694.00,4434.00,2038.00,997.00,0
61.00,44.00,27.00,3555.00,2061.00,4085.00,16312.00,8788.00,6366.00,1832.00,1883.00,0
56.00,43.00,85.00,9480.00,13156.00,4153.00,4234.00,4516.00,4088.00,3079.00,2766.00,0
63.00,56.00,36.00,3694.00,5669.00,5225.00,2597.00,6546.00,7829.00,4418.00,1616.00,0
64.00,63.00,52.00,14550.00,8402.00,5191.00,4741.00,7721.00,7744.00,3216.00,2726.00,0
51.00,48.00,-91.00,369296.00,73899.00,19487.00,6235.00,5137.00,4805.00,845.00,646.00,0
38.00,38.00,37.00,166714.00,40620.00,4928.00,1864.00,2564.00,1876.00,1462.00,402.00,0
29.00,37.00,23.00,18196.00,19732.00,8031.00,5804.00,6515.00,7791.00,2122.00,2237.00,0
29.00,34.00,41.00,6443.00,11180.00,3937.00,2835.00,6198.00,7780.00,5413.00,795.00,0
44.00,40.00,43.00,15791.00,4369.00,5907.00,4161.00,7064.00,4210.00,2824.00,1205.00,0
67.00,50.00,6.00,5445.00,4040.00,2934.00,5221.00,9507.00,8467.00,1280.00,1690.00,0
74.00,53.00,48.00,10291.00,8546.00,5600.00,5303.00,1844.00,6928.00,1922.00,2551.00,0
70.00,57.00,67.00,6028.00,10292.00,6156.00,5067.00,6585.00,9100.00,789.00,3312.00,0
74.00,50.00,42.00,4475.00,13234.00,2310.00,4119.00,2490.00,7283.00,2588.00,2227.00,0
57.00,47.00,27.00,17825.00,26264.00,5018.00,3195.00,4348.00,3760.00,5097.00,4413.00,0
57.00,38.00,48.00,4913.00,8292.00,2358.00,3026.00,4479.00,5822.00,4245.00,2479.00,0
53.00,53.00,72.00,6044.00,2378.00,3829.00,16018.00,3707.00,4738.00,2960.00,2160.00,0
51.00,63.00,26.00,7337.00,8082.00,3125.00,7857.00,1917.00,6063.00,1162.00,2510.00,0
60.00,78.00,51.00,17741.00,3495.00,392.00,12514.00,1899.00,4901.00,2571.00,1510.00,0
60.00,84.00,25.00,24423.00,14784.00,8140.00,8499.00,4769.00,13881.00,2122.00,1591.00,0
61.00,70.00,20.00,3605.00,13710.00,8353.00,4598.00,3214.00,7643.00,4915.00,1516.00,0
56.00,74.00,53.00,285046.00,3584.00,1132.00,3262.00,1674.00,1174.00,1728.00,514.00,0
60.00,69.00,25.00,1644.00,3991.00,6846.00,9162.00,4884.00,10043.00,2777.00,1736.00,0
53.00,69.00,38.00,6070.00,13082.00,7558.00,2652.00,2461.00,3990.00,4260.00,886.00,0
48.00,80.00,22.00,5233.00,5123.00,13073.00,8469.00,4275.00,3961.00,1358.00,2993.00,0
48.00,81.00,41.00,4840.00,12725.00,2356.00,15048.00,5631.00,4509.00,3590.00,2157.00,0
40.00,80.00,45.00,7880.00,13438.00,4022.00,21275.00,11428.00,6421.00,3495.00,2417.00,0
51.00,67.00,38.00,3795.00,9670.00,3171.00,501.00,1841.00,11934.00,4167.00,1082.00,0
53.00,48.00,65.00,2401.00,21430.00,1452.00,4834.00,3302.00,4169.00,3586.00,2376.00,0
57.00,47.00,28.00,1771.00,7410.00,1611.00,10754.00,3947.00,6122.00,1347.00,2123.00,0
61.00,47.00,27.00,4284.00,11677.00,376.00,15878.00,3554.00,6634.00,4238.00,3561.00,0
56.00,56.00,50.00,3884.00,4409.00,4882.00,1468.00,5817.00,4952.00,4595.00,1122.00,0
69.00,56.00,32.00,8283.00,6817.00,539.00,3888.00,5811.00,9305.00,1404.00,2528.00,0
63.00,50.00,8.00,11843.00,24769.00,10430.00,1355.00,1504.00,5111.00,2536.00,1968.00,0
63.00,34.00,6.00,11571.00,20726.00,1150.00,4247.00,3926.00,5107.00,3730.00,5140.00,0
51.00,40.00,70.00,13114.00,10891.00,6817.00,3521.00,3744.00,5278.00,1982.00,4907.00,0
53.00,40.00,41.00,4548.00,19736.00,1503.00,10285.00,10489.00,4757.00,2552.00,1684.00,0
57.00,47.00,25.00,3248.00,7368.00,1252.00,3951.00,2816.00,4694.00,1675.00,1303.00,0
50.00,48.00,13.00,24051.00,12185.00,4310.00,2676.00,4560.00,3091.00,2082.00,1798.00,0
53.00,74.00,50.00,33799.00,15361.00,2929.00,3809.00,2801.00,18900.00,8551.00,5724.00,1
61.00,63.00,152.00,18375.00,16110.00,5997.00,5017.00,6994.00,23360.00,11187.00,5699.00,1
66.00,54.00,34.00,17113.00,5184.00,7047.00,10539.00,27891.00,13496.00,12841.00,4693.00,1
75.00,34.00,44.00,12879.00,20662.00,4445.00,1676.00,18540.00,13174.00,10937.00,5012.00,1
75.00,35.00,51.00,6670.00,14117.00,4614.00,5451.00,13465.00,21468.00,7792.00,6613.00,1
67.00,43.00,82.00,14986.00,7272.00,14348.00,5059.00,19087.00,12256.00,8295.00,6985.00,1
75.00,43.00,-13.00,17100.00,3311.00,6945.00,7337.00,9350.00,21468.00,8794.00,4893.00,1
75.00,53.00,68.00,6444.00,11059.00,2026.00,7953.00,7260.00,10368.00,13536.00,9743.00,1
70.00,51.00,49.00,10531.00,16161.00,2009.00,3549.00,2941.00,12970.00,4002.00,13632.00,1
66.00,50.00,49.00,4361.00,15774.00,9752.00,1698.00,6410.00,6375.00,3006.00,5140.00,1
50.00,44.00,35.00,16193.00,21628.00,5757.00,4341.00,9864.00,6392.00,8305.00,8125.00,1
57.00,41.00,1.00,5732.00,5902.00,1127.00,6146.00,6571.00,16932.00,18672.00,8998.00,1
53.00,56.00,-7.00,9395.00,6231.00,11175.00,4185.00,12498.00,6796.00,3636.00,6718.00,1
64.00,44.00,43.00,27344.00,16596.00,2813.00,2675.00,5436.00,15603.00,9052.00,4007.00,1
66.00,50.00,13.00,5306.00,28558.00,14872.00,4611.00,7928.00,11975.00,9059.00,4019.00,1
50.00,48.00,56.00,4439.00,19439.00,6770.00,1661.00,16888.00,5648.00,5527.00,10374.00,1
51.00,50.00,18.00,4594.00,6861.00,7895.00,6175.00,4746.00,7698.00,4166.00,5110.00,1
51.00,50.00,9.00,19245.00,6993.00,1821.00,1932.00,10413.00,8403.00,5657.00,6426.00,1
51.00,64.00,53.00,4923.00,5581.00,8408.00,17920.00,1917.00,7253.00,5508.00,3077.00,1
56.00,78.00,0.00,20824.00,12231.00,7397.00,11147.00,2180.00,12359.00,7808.00,7217.00,1
40.00,90.00,74.00,27767.00,16730.00,38408.00,31763.00,12593.00,5152.00,4306.00,2659.00,1
29.00,100.00,27.00,6007.00,13557.00,5932.00,12294.00,3390.00,9006.00,4478.00,6051.00,1
27.00,93.00,27.00,22550.00,21837.00,17347.00,6252.00,21407.00,8272.00,5412.00,1662.00,1
16.00,96.00,32.00,5935.00,22352.00,22620.00,12884.00,7030.00,6047.00,7897.00,5423.00,1
21.00,78.00,55.00,14992.00,45550.00,19004.00,4775.00,9505.00,7395.00,2643.00,1887.00,1
17.00,70.00,86.00,20394.00,16952.00,5193.00,5110.00,4062.00,5473.00,6136.00,3550.00,1
24.00,80.00,7.00,19421.00,7355.00,8887.00,10994.00,2774.00,10620.00,11061.00,9845.00,1
40.00,69.00,49.00,6566.00,13030.00,9926.00,8637.00,14233.00,18626.00,5359.00,4067.00,1
51.00,69.00,38.00,7113.00,22290.00,8521.00,18409.00,39712.00,19272.00,4508.00,4931.00,1
61.00,61.00,64.00,4717.00,13926.00,6806.00,2319.00,17063.00,14181.00,6481.00,3170.00,1
63.00,54.00,81.00,13371.00,9700.00,9380.00,5856.00,12120.00,10385.00,3038.00,9973.00,1
60.00,53.00,29.00,1779.00,11768.00,5566.00,3992.00,3111.00,9701.00,7841.00,5675.00,1
60.00,56.00,72.00,13505.00,24494.00,21103.00,4664.00,11792.00,19373.00,4984.00,9339.00,1
53.00,64.00,43.00,36335.00,26106.00,4289.00,12753.00,6849.00,11028.00,5553.00,7405.00,1
60.00,63.00,2.00,3173.00,3182.00,5904.00,4593.00,10023.00,11781.00,7559.00,8640.00,1
69.00,61.00,16.00,10380.00,5183.00,3668.00,6685.00,5766.00,23449.00,6000.00,11638.00,1
70.00,57.00,-22.00,22840.00,10270.00,3949.00,4947.00,9966.00,8390.00,6297.00,6228.00,1
75.00,60.00,8.00,19733.00,9305.00,9442.00,9957.00,12731.00,12505.00,4387.00,7258.00,1
66.00,56.00,61.00,12049.00,27432.00,8664.00,11282.00,22340.00,13557.00,9331.00,5911.00,1
53.00,51.00,88.00,510657.00,103189.00,12394.00,33726.00,78074.00,48215.00,14255.00,12947.00,1
41.00,61.00,-78.00,1326424.00,119973.00,92290.00,32195.00,11609.00,31582.00,51228.00,19853.00,1
34.00,54.00,-9.00,574519.00,78109.00,22261.00,8888.00,22153.00,16242.00,10570.00,10453.00,1
23.00,48.00,-152.00,665280.00,80891.00,5734.00,11731.00,19364.00,12178.00,10286.00,4167.00,1
29.00,53.00,37.00,261405.00,11436.00,7124.00,5959.00,17789.00,14190.00,10365.00,3814.00,1
27.00,41.00,418.00,103003.00,134109.00,24067.00,30239.00,32111.00,21325.00,8814.00,6673.00,1
16.00,47.00,115.00,2012611.00,23077.00,10574.00,1653.00,3851.00,1635.00,1178.00,1206.00,1
13.00,57.00,48.00,511816.00,75311.00,14118.00,34288.00,11813.00,8538.00,6244.00,6432.00,1
10.00,60.00,9.00,22844.00,13731.00,2845.00,11294.00,13930.00,11671.00,9501.00,8561.00,1
1.00,70.00,6.00,1136144.00,158036.00,111416.00,54124.00,34838.00,14801.00,11253.00,7061.00,1
8.00,61.00,-27.00,324585.00,96342.00,13559.00,5490.00,8739.00,10733.00,3029.00,5767.00,1
16.00,47.00,53.00,1194724.00,113107.00,11149.00,8725.00,12187.00,23203.00,8759.00,30659.00,1
14.00,48.00,89.00,43958.00,25776.00,4437.00,17402.00,9522.00,16117.00,4968.00,8085.00,1
29.00,54.00,9.00,4374.00,5919.00,19098.00,10972.00,2709.00,8296.00,9299.00,6240.00,1
47.00,69.00,76.00,26331.00,3387.00,5842.00,2273.00,3355.00,7346.00,7630.00,2573.00,1
50.00,90.00,9.00,4960.00,10214.00,13374.00,5435.00,5575.00,6918.00,4396.00,3021.00,1
51.00,94.00,55.00,3350.00,7904.00,6450.00,7606.00,7270.00,8918.00,2486.00,5741.00,1
50.00,57.00,27.00,6779.00,20997.00,2032.00,4543.00,10556.00,11584.00,4436.00,1676.00,1
51.00,50.00,69.00,457499.00,37087.00,17671.00,7266.00,6801.00,16457.00,6783.00,1841.00,1
47.00,48.00,28.00,4084.00,10672.00,790.00,7625.00,4631.00,4153.00,3738.00,2446.00,1
48.00,51.00,61.00,4460.00,10561.00,2007.00,5413.00,3168.00,7449.00,2441.00,4267.00,1
53.00,56.00,17.00,9472.00,5115.00,2675.00,3344.00,10969.00,7849.00,3970.00,2938.00,1
54.00,66.00,33.00,29755.00,8438.00,11719.00,5661.00,2260.00,7498.00,4495.00,1936.00,1
60.00,64.00,48.00,11037.00,13032.00,9603.00,2373.00,5519.00,9450.00,5367.00,2922.00,1
64.00,61.00,16.00,16333.00,3861.00,1549.00,2711.00,8918.00,7089.00,6398.00,4846.00,1
50.00,75.00,19.00,14159.00,14642.00,20078.00,1729.00,3371.00,4892.00,6097.00,3538.00,1
43.00,61.00,117.00,42378.00,35810.00,10832.00,3490.00,9393.00,7223.00,3257.00,3516.00,1
